"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"hydroxy-N6,N6,N6-trimethyllysine*",0.0020329,-0.0060947,-0.0067237,-0.012856,0.0021377,-0.004609,-0.028175,-0.0014809,0.0036402,0.0062869,-0.0040984,0.004502
"3-decenoylcarnitine",0.037401,-0.051298,-0.0016743,0.062915,0.022723,0.035677,0.050196,-0.078752,0.023257,0.1075,-0.034961,-0.01228
"3-hydroxydecanoylcarnitine",0.024014,-0.050275,0.020591,0.028215,0.056622,0.038817,0.06471,-0.06127,-0.030578,0.010923,0.014564,-0.0047491
"succinoyltaurine",-0.0068264,0.0095834,0.024341,-0.038747,0.007607,0.011941,-0.017215,-0.021179,0.0083064,0.016216,0.031008,-0.0068226
"isoleucylhydroxyproline*",0.003379,-0.025151,0.012843,0.022755,0.011419,-0.03761,0.011909,0.051128,0.0076556,0.021867,0.0088188,0.002885
"1-methyl-5-imidazolelactate",0.021966,-0.037925,0.061713,-0.016106,-0.023696,0.036211,-0.056145,0.019866,0.02155,0.029584,-0.099292,0.0065291
"(2 or 3)-decenoate (10:1n7 or n8)",0.010187,-0.042495,-0.035396,0.068419,0.044751,0.056839,0.033836,-0.0058369,0.061475,-0.027512,0.023595,0.016536
"cis-3,4-methyleneheptanoylcarnitine",-0.034849,0.018632,0.045115,-0.023563,0.012951,-0.0048898,-0.18735,-0.13716,0.043661,-0.029486,-0.18166,0.033763
"NADHX*",-0.044355,-0.04534,-0.017656,-0.04797,-0.027718,-0.031162,-0.0058495,-0.023122,0.0093884,0.00048517,-0.020851,0.0086561
"2,4-di-tert-butylphenol",-0.0068094,-0.021422,-0.011138,0.025249,0.011273,-0.0065062,-0.046844,-0.043298,0.0013798,-0.030152,-0.027469,0.0018525
"3-hydroxyoctanoylcarnitine (1)",0.012635,-0.037101,0.011122,0.042896,0.05266,0.027709,0.035333,-0.031201,-0.018549,-0.00062324,0.036669,-0.0082777
"3-hydroxyoctanoylcarnitine (2)",0.014019,-0.035418,0.01624,0.020162,0.011144,0.030875,0.026159,-0.067802,-0.011153,0.017457,0.032571,-0.0061816
"N,N-dimethyl-pro-pro",0.0075652,0.022918,0.018568,-0.0092812,0.0068072,0.023745,-0.029199,-0.0019997,0.0087078,0.0093787,-0.017935,0.0041154
"oxindolylalanine",-0.0049664,0.013879,-0.028348,-0.010494,0.022052,0.0084973,0.014748,-0.037266,0.014446,0.0034472,0.038273,-0.0032259
"N-lactoyl leucine",-0.003015,-0.037655,-0.015832,-0.0063615,-0.009931,0.011102,0.00078281,-0.020537,0.015639,-0.00037216,0.048959,0.0020704
"N-lactoyl phenylalanine",0.0067515,-0.021207,-0.0092616,0.00065394,-0.0082458,-0.014127,0.019007,-0.024534,0.021493,0.031241,0.012813,-0.0012358
"N-lactoyl tyrosine",0.012112,-0.030446,-0.036711,0.016236,-0.04018,-0.0046797,0.040421,-0.0399,-0.019801,0.091309,-0.00065974,-0.0023201
"N-lactoyl valine",-0.0052937,-0.036562,-0.012592,-0.0067176,-0.0047385,-0.027966,-0.0088573,-0.0013489,0.021907,0.022767,0.060091,-0.0053363
"X-07765",-0.088128,0.13162,-0.15816,-0.0721,-0.020844,-0.055159,0.16868,-0.032409,0.011979,-0.028204,-0.039016,-0.038208
"X-10445",0.0067497,-0.015204,-0.0083034,-0.022752,-0.010994,-0.049165,0.0023921,-0.023293,-0.0007566,0.021138,0.012692,0.0029932
"X-10457",0.0081882,0.0031793,0.031487,-0.021685,-0.0046191,0.0073073,-0.002676,0.0061183,-0.0025915,-0.019753,0.016198,0.0024965
"X-11580",0.0048655,-0.0078922,0.0066687,0.00023874,-0.0039535,0.025346,-0.012665,0.0053356,0.03243,-0.015396,-0.021369,0.0036328
"X-11612",0.072752,-0.056446,0.0077234,-0.012978,0.022807,-0.063368,0.08072,0.024868,-0.014227,0.057949,0.042485,-0.0042399
"X-11615",0.078334,0.052586,-0.01261,0.024783,-0.011845,-0.0094121,-0.0081978,0.014606,-0.022395,0.023034,-0.014323,-0.017082
"X-11787",0.018064,-0.022359,0.02411,0.0080694,-0.0101,0.049893,-0.026934,0.03605,-0.0092949,0.013936,-0.009269,0.011835
"X-12015",-0.018413,0.026707,-0.016202,-0.049807,-0.025506,-0.013878,-0.020377,0.057918,0.017736,0.013334,0.0039943,0.005335
"X-12100",0.00084732,0.02222,-0.033903,-0.006109,0.015561,0.0056039,0.0051397,-0.032344,0.013433,-0.021113,0.039061,-0.0059959
"X-12101",0.0076181,0.0028971,-0.01969,0.011402,0.0036362,0.018896,-0.019524,-0.0089258,0.021651,-0.0043279,0.017571,0.0056655
"X-12104",0.019557,-0.02155,0.031818,0.020599,0.010154,-0.0019732,0.011984,-0.0096008,0.038077,-0.0054306,-0.043153,-0.0020302
"X-12798",-0.0067231,-0.032747,-0.00033618,0.043951,-0.025339,0.0067875,0.043204,-0.0066041,-0.068627,0.015172,-0.040866,-0.0372
"X-14056",-0.075352,-0.021624,0.015545,-0.019559,0.017296,0.011254,0.0032314,0.013422,-0.0020523,-0.0011585,0.032986,-0.020432
"X-15136",-0.0033885,0.0096822,-0.025291,-0.0089144,-0.0065757,-0.0079665,-0.021838,0.001163,0.0032546,-0.044205,0.015681,0.0042895
"X-15161",0.094792,-0.023061,-0.0014186,0.02341,-0.016107,-0.042885,0.057997,-0.06219,-0.0069476,0.020367,0.00091314,-0.011214
"X-15220",0.0048489,-0.021488,0.015124,-0.012097,-0.014064,0.0021307,0.042059,0.007865,0.019267,-0.0015482,0.042606,-0.004559
"X-15461",0.012711,-0.0029804,-0.025182,0.066799,-0.016951,0.047149,0.010319,0.0015699,0.0086911,-0.0054749,0.071774,-0.0079523
"X-17335",-0.0058232,-0.013461,-0.003394,-0.0068745,0.0051253,0.01205,0.010271,-0.015758,0.028908,0.017862,0.02093,-0.0074535
"X-21353",-0.00353,-0.026384,-0.010392,0.020961,0.049926,0.011722,0.010584,0.001966,0.024716,0.016151,0.028753,0.0011642
"X-21788",0.0053844,-0.0017659,-0.038083,-0.0017354,0.012502,0.0091007,0.0029311,0.0085295,0.034472,-0.0041897,-0.0099442,-0.0035742
"X-22162",0.06196,0.034759,0.056538,-0.028353,0.080448,-0.047107,0.035341,0.064725,-0.042938,-0.028758,-0.012232,-0.0017572
"X-22767",-0.20805,0.034008,0.0091991,0.026485,-0.040035,0.048366,-0.083423,0.0082599,0.016205,0.0089186,-0.015311,0.037132
"X-22771",-0.0012072,-0.017382,-0.017458,0.0037675,-0.0037788,0.012127,0.022459,0.020304,0.022709,0.059321,-0.037884,-0.0031026
"X-22772",0.00024186,0.0027905,0.0075021,-0.0095971,-0.00091918,0.00041975,-0.0056406,-0.015,-0.0064868,-0.0015042,0.042175,-0.0051415
"X-22773",0.00080768,0.02311,0.011539,-0.0039021,-0.004703,-0.028645,0.045035,-0.055714,0.05009,-0.0016353,0.074451,0.00081643
"X-22918",-0.0053872,0.0058832,-0.018184,-0.010875,-0.0028277,-0.028946,-0.038277,0.005345,0.0015675,0.00050966,0.022222,-0.0020083
"X-23739",-0.0010506,0.0076989,-0.0081907,-0.0094316,-0.012512,0.0034504,0.017328,0.0013183,0.020524,-0.010111,-0.010333,0.0015427
"X-23782",0.017952,0.0050394,-0.03419,0.00048667,-0.010095,0.0024192,-0.030372,0.02366,0.038899,-0.0019568,-0.031058,0.044522
"X-26106",-0.00038693,-0.035976,0.012662,0.02204,0.070501,0.037985,0.048075,-0.03286,-0.016646,-0.0032341,0.016216,-0.012758
"X-26107",-0.020599,-0.030114,0.0069293,0.023953,0.066125,0.037171,0.030138,-0.01469,-0.017332,0.0051343,0.014843,-0.0081926
"X-26108",-0.01227,-0.034083,0.011067,0.010733,0.054233,0.011349,0.014278,-0.020169,-0.0069086,0.020075,0.022152,-0.010167
